text,label
Udany występ Stocha. 5 Polaków poskacze w Oberstdorfie,__label__1
Kamil Stoch wraca na skocznię po kontuzji,__label__1
Adam Bielecki nie pójdzie zimą na K2,__label__1
70. regaty Sydney-Hobart - faworyci na czele stawki 117 jachtów,__label__1
Adriano będzie grał we francuskiej drugiej lidze,__label__1
Mecz Gwiazd NBA: Marcin Gortat siódmy w głosowaniu kibiców,__label__1
Jacek Kawalec: Kroi się nam dramat na lodzie,__label__1
Turniej Czterech Skoczni: 42-letni Kasai wraca do kadry Japonii,__label__1
Apel Karola Kłosa do kibiców. "Kto policzy ile spotkań zagrałem?",__label__1
Pogoda jednak nie przeszkodzi: Tour de Ski zgodnie z planem,__label__1
Kamil Stoch potwierdził swój udział w Turnieju Czterech Skoczni,__label__1
Cristiano Ronaldo piłkarzem roku według "Guardiana"! Robert Lewandowski na 30. miejscu,__label__1
Piotr Żyła mistrzem Polski,__label__1
Kubica potwierdza: Wystartuję w całym cyklu MŚ,__label__1
Gwiazdy polskiego sportu zachęcają: "Głosuj na Gortata!",__label__1
Siatkarze grają na okrągło. Andrzej Wrona: "Nie jesteśmy maszynami",__label__1
Sławomir Szmal w RMF FM: "Trzy dni wolnego? Zdążyłem się przyzwyczaić",__label__1
Fritz Sdunek nie żyje,__label__1
Szkoleniowiec polskich biathlonistek: Dziewczyny muszą lepiej strzelać,__label__1
W Bundeslidze zimowa przerwa. Jesienią Polacy nie błyszczeli,__label__1
ME piłkarek ręcznych: Norwegia zdobyła złoty medal,__label__1
PŚ w biegach: "Złamanie norweskiej dominacji",__label__1
Skoki narciarskie: Żyła 15. w Engelbergu,__label__1
Felipe Massa: Alonso musiał odejść z Ferrari,__label__1
Legendarny bokser trafił do szpitala,__label__1
Alpen Cup: Kowalczyk czwarta w biegu na 5 km techniką dowolną,__label__1
103-latek najstarszym golfistą który zaliczył hole-in-one,__label__1
PZPN kończy 95 lat,__label__1
Robert Kubica zgłosił się na Rajd Monte Carlo,__label__1
Skoki narciarskie: Freitag wygrywa Ziobro 20. w Engelbergu,__label__1
"Siatkarski mundial kosztował 38 milionów złotych",__label__1
Justyna Kowalczyk wygrywa w Hochfilzen,__label__1
PŚ w biegach: 69. zwycięstwo Marit Bjoergen,__label__1
NBA: Cztery punkty Gortata seria wygranych Wizards,__label__1
Zniesiono limit wieku dla sędziów piłkarskich,__label__1
Kliczko po latach stoczy walkę w USA,__label__1
Skoki narciarskie: Polacy powtórzą w Engelbergu sukcesy sprzed roku?,__label__1
Igrzyska w Rzymie? "Życzę powodzenia ale mnie nie będzie",__label__1
Michael Phelps skazany za jazdę pod wpływem alkoholu,__label__1
Eric Abidal zakończył karierę piłkarską,__label__1
PŚ w skokach: Czterech Polaków wystartuje jutro w Engelbergu,__label__1
Lewandowski śpiewa na święta. A co mówi Ribery?,__label__1
Balotelli ukarany za "rasistowski i antysemicki" wpis. Słusznie? [SONDA],__label__1
AMŚ w łyżwiarstwie szybkim: Trzy złote medale Polaków!,__label__1
Lewandowski nie zagra z Mainz,__label__1
Marco Reus musi zapłacić 540 tysięcy euro mandatu,__label__1
Stephane Antiga: Chcę więcej!,__label__1
Więcej milionów dla norweskich nart,__label__1
PKOl: Bródka Kowalczyk Stoch i Kwiatkowski sportowcami 2014 roku,__label__1
LM siatkarzy: PGE Skra pewna awansu do następnej rundy!,__label__1
Siatkarze z Rumunii celowo odpadli z pucharów? "Klub nie ma pieniędzy na następną rundę",__label__1
"Skoczkom brakuje pewności siebie. Przełom powinien przyjść w ten weekend",__label__1
Di Maria pokonał Messiego! Argentyńscy dziennikarze: W tym roku był najlepszy,__label__1
ME piłkarek ręcznych: Na pożegnanie z turniejem Polki przegrały z Rumunkami,__label__1
Afera w PZPS: Łapówka sięgała 25 procent wartości całego kontraktu na ochronę mundialu,__label__1
Afera w siatkówce: Decyzja ws. odwołania Mirosława P. dopiero w marcu,__label__1
Michał Kwiatkowski trzecim kolarzem roku w ankiecie fachowego portalu,__label__1
Zawodowy boks po 34 latach wróci do Norwegii,__label__1
Lewandowski kontuzjowany. "Na razie boli",__label__1
Lewandowski kontuzjowany,__label__1
Hokejowi Artyści zagrają pod Tatrami!,__label__1
Rosyjski siatkarz ukarany za "strzelanie" do kibiców w Spodku,__label__1
?Thierry Henry definitywnie schodzi z boiska,__label__1
Ojrzyński: Postaramy się utrzymać w czołowej ósemce Ekstraklasy,__label__1
Polskie szczypiornistki: Możemy być z siebie dumne,__label__1
Formuła 1: Ferrari ma nowego kierowcę,__label__1
Piłkarska LE. Trener Legii: Chcielibyśmy grać na poziomie Ajaksu,__label__1
ME w piłce ręcznej: Polki przegrały z Norweżkami,__label__1
LM: Lewandowski sprawdzi Szachtar Donieck Szczęsny spróbuje zatrzymać AS Monaco,__label__1
Ajax Amsterdam rywalem Legii w 1/16 finału,__label__1
Najszybszy człowiek świata bez nominacji do sportowca roku Jamajki,__label__1
Bundesliga: Bayern Monachium mistrzem jesieni!,__label__1
?United pokonuje w Manchesterze Liverpool,__label__1
Robert Kubica znów pierwszy w Bolonii,__label__1
PŚ w Davos: Norwegowie na podium. Staręga odpadł w półfinale,__label__1
PŚ w biathlonie: Wygrała Makarainen. Hojnisz na 11. miejscu,__label__1
PŚ w Heerenveen: Szymański najszybszy na 1500 m Waś drugi na 500 m!,__label__1
PŚ w Niżnym Tagile: Polacy poza "30" groźny upadek Kubackiego,__label__1
Davos: Justyna Kowalczyk odpadła w eliminacjach sprintu. W tym roku nie pobiegnie już w PŚ,__label__1
PŚ w biegach - dziś ostatni w tym roku start Kowalczyk,__label__1
PŚ w skokach - drugi sprawdzian w Niżnym Tagile,__label__1
PŚ w biegach - trudne zadanie przed Justyną Kowalczyk,__label__1
Tomasz Gollob zmienia barwy klubowe,__label__1
Robert Kubica pierwszy na torze w Bolonii,__label__1
Paweł Brożek coraz wyżej w tabeli „Klubu 100”,__label__1
Świetny występ polskich tenisistek stołowych w Bangkoku,__label__1
Puchar Świata w biathlonie: Polacy zdublowani,__label__1
Polskie panczenistki trzecie w Heerenveen,__label__1
Piłka ręczna. Polska - Dania na ME: Biało-czerwone pokonane,__label__1
Piotr Żyła 10. w dalekiej Rosji,__label__1
Biathlonowy PŚ w Hochfilzen: Niemki najlepsze w sztafecie Polki szóste,__label__1
Davos: Justyna Kowalczyk 7. w swojej koronnej konkurencji. "Umarłam po prostu",__label__1
Norweski profesor: Bjoergen może wygrywać nawet w wieku 55 lat,__label__1
ME piłkarek ręcznych: Utytułowane Dunki pierwszymi przeciwniczkami Polek,__label__1
Sportowa sobota: Kowalczyk w swojej koronnej konkurencji ważny start skoczków,__label__1
ME piłkarek ręcznych - utytułowane rywalki w drugiej rundzie,__label__1
PŚ w łyżwiarstwie szybkim: Artur Waś drugi na 500 m,__label__1
Znana tyczkarka wyszła za mąż,__label__1
Pięciu Polaków w sobotnim konkursie w Niżnym Tagile,__label__1
?Była mistrzyni olimpijska w pływaniu okradła Disneyland?,__label__1
Były gwiazdor NBA chce wrócić na parkiet,__label__1
Skandal korupcyjny w brazylijskiej siatkówce,__label__1
Pewne zwycięstwo Legii! Pokonała Trabzonspor 2:0,__label__1
ME piłkarek ręcznych: Polska - Rosja 29:26,__label__1
Tenisowe starcie Polska-Rosja w Krakowie. Bilety już od piątku,__label__1
Polak najlepszy na świecie w bieganiu po schodach. "Trenuję u siebie w bloku 10 pięter mi wystarcza,__label__1
Mariusz Wach i Kamil Łaszczyk pojawią się w ringu. W aucie 200 gramów amfetaminy i amunicja,__label__1
Liga NBA - 10 punktów Gortata wygrana Wizards w Orlando,__label__1
Piłkarska LM - gol Milika awans Man. City i Schalke,__label__1
PŚ w skokach: Znamy kadrę Polaków na konkursy w Rosji,__label__1
?Arkadiusz Milik dla RMF FM: Zostaję w Amsterdamie na dłużej,__label__1
Błaszczykowski wrócił na boisko po prawie roku. "Będzie już tylko lepiej",__label__1
Co komentowali użytkownicy Facebooka? Oto ranking,__label__1
ME piłkarek ręcznych: Polki przegrały z Węgierkami,__label__1
Złota Piłka FIFA - Blanc: dwa trofea - dla Messiego i Ronaldo,__label__1
Przerwa Aguero potrwa do sześciu tygodni,__label__1
Robert Lewandowski kapitanem piłkarskiej reprezentacji Polski,__label__1
Pele opuścił szpital czuje się dobrze,__label__1
Fibak: Radwańska może wygrać turniej wielkoszlemowy,__label__1
Kasai: Myślałem że skoki to norweski rodzaj egzekucji,__label__1
Agnieszka Radwańska dla RMF FM: Każda czeka na ten mecz ja również!,__label__1
Martina Navratilova w sztabie trenerskim Agnieszki Radwańskiej,__label__1
Szwedzkie media: Norweska dominacja zabije biegi narciarskie,__label__1
Zmiany w organizacji zimowych igrzysk olimpijskich,__label__1
Zespół RMF 4Racing Team odebrał puchary!,__label__1
NBA: Siedem punktów Gortata Wizards przegrali w Bostonie,__label__1
Polskie szczypiornistki przegrały z Hiszpankami na ME,__label__1
Jan Szymański w RMF FM: Nie spodziewałem się tego zwycięstwa,__label__1
Paweł Korzeniowski wywalczył brązowy medal,__label__1
Radosław Kawęcki mistrzem świata!,__label__1
Piotr Żyła 15. w Lillehammer,__label__1
Artur Waś ponownie najlepszy na 500 metrów,__label__1
Jan Szymański zwycięzcą łyżwiarskiego Pucharu Świata,__label__1
Kuba Błaszczykowski: Każdy mecz z orzełkiem na piersi to dla mnie wyróżnienie,__label__1
Justyna Kowalczyk 10. w Lillehammer. Zwycięstwo Marit Bjoergen,__label__1
Porażka Głażewskiego po 43 sekundach walki o tytuł WBA,__label__1
Kowalczyk przed kolejną szansą. Pobiegnie w swojej koronnej konkurencji,__label__1
Popis Cristiano Ronaldo. "To szaleństwo",__label__1
Rajd Barbórka: Tomasz Kuchar wygrał Kryterium Asów,__label__1
Polskie panczenistki drugie w Berlinie,__label__1
Robert Kubica kończy 30 lat. "To co wyczynia jest najwyższej klasy majstersztykiem",__label__1
Schlierenzauer triumfuje Ziobro 19. w Lillehammer,__label__1
Kajetan Kajetanowicz zwyciężył Rajd Barbórka,__label__1
W Borussii nie chcą mówić o przełomie. "Przed nami bardzo dużo meczów wszystkie o stawkę",__label__1
Lillehammer: Kowalczyk dopiero 28. podium opanowały Norweżki,__label__1
Piłkarki ręczne ruszyły na ME. "Jeśli nie awansujemy będzie spory zawód",__label__1
Lillehammer: Justyna Kowalczyk musi odrabiać straty,__label__1
Borussia Dortmund opuściła ostatnie miejsce w tabeli,__label__1
PŚ w skokach - czterech Polaków wystartuje w sobotę,__label__1
PŚ w łyżwiarstwie szybkim - zwycięstwo Polaków w wyścigu drużynowym,__label__1
PŚ w łyżwiarstwie szybkim - Artur Waś najlepszy na 500 m,__label__1
"Bjoergen? Z tą bestią nie da się wygrać",__label__1
PŚ w Lillehammer: Kowalczyk i Jaśkowiec przepadły w eliminacjach,__label__1
Rajdowy mistrz Polski: "Będę szukał czasu... w poślizgach",__label__1
Kowalczyk startuje w Lillehammer. Na początek: Sprint "łyżwą",__label__1
Kamil Stoch czuje się coraz lepiej,__label__1
Kluby z Krymu nie mogą występować w rosyjskich rozgrywkach,__label__1
NBA: Marcin Gortat 10. wśród najskuteczniejszych,__label__1
Boniek: Jest mi po prostu żal Legii,__label__1
Radosław Kawęcki wicemistrzem świata,__label__1
Sylwia Jaśkowiec w RMF FM: Polubiłam sprinty,__label__1
Arkadiusz Milik sportowcem listopada w plebiscycie RMF FM i Interia.pl,__label__1
Kamil Stoch już po operacji czuje się dobrze,__label__1
Bramkarz Realu z hiszpańskim obywatelstwem,__label__1
Dochodzenie ws. rasistowskich incydentów podczas meczu Legii,__label__1
Kowalczyk czekają zawody w jaskini lwa,__label__1
Kubica: Chcę pozostać w rajdowych mistrzostwach świata,__label__1
Stochowi odnowiła się kontuzja konieczna operacja,__label__1
Znakomity kolarz chce zakończyć karierę jako... bokser,__label__1
UEFA zamknęła stadion Legii,__label__1
Kontuzja Piszczka niegroźna możliwy powrót Błaszczykowskiego,__label__1
"Skacze jak czarny i łapie monety jak Żyd"… Balotellemu grozi zawieszenie,__label__1
Rywalka Kowalczyk zamiast nart wybrała… wieczorową suknię,__label__1
Lewandowski nominowany do jedenastki roku w plebiscycie FIFA/FIFPro,__label__1
Szpilka o "pobiciu" przez licealistów. "To farmazony",__label__1
Złota Piłka FIFA - Messi Ronaldo i Neuer w finałowej trójce,__label__1
Pele wraca do zdrowia. "Zrezygnowali z dializy nerek",__label__1
Kamil Stoch: Nie widzę powodów do paniki. Proszę kibiców o cierpliwość,__label__1
Mark Webber ze wstrząsem mózgu po wypadku na torze,__label__1
Dopiero pojutrze decyzja ws. startu Kamila Stocha w Lillehammer,__label__1
Ronaldo: Neymar będzie najlepszym piłkarzem świata,__label__1
Plebiscyt RMF FM i Interia.pl: Wybierz Sportowca Listopada!,__label__1
Groźne wypadki w Kuusamo. Skoczkowie już wypisani ze szpitala,__label__1
Rally Monza Show - zwycięstwo Roberta Kubicy Rossi drugi,__label__1
Justyna Kowalczyk 4. w Kuusamo: "Kłopoty zaczęły się w okolicach szóstego kilometra",__label__1
Justyna Kowalczyk czwarta na 10 km w Kuusamo! Wygrała Johaug,__label__1
Liga NBA - popisowy mecz Gortata zwycięstwo Wizards,__label__1
Kuusamo: Justyna Kowalczyk wystartuje w swojej koronnej konkurencji,__label__1
Rally Monza Show: Kubica drugi wygrywa Włoch,__label__1
Kibice wyszli na ulice. Chcą dymisji działaczy,__label__1
PŚ w skokach: Żyła daleko. Wygrał Szwajcar i Japończyk,__label__1
Kowalczyk siódma w Kuusamo. "Miałam pecha",__label__1
Therese Johaug dla RMF FM: Odpadłam wcześnie ale jestem zadowolona!,__label__1
Kuusamo: Kowalczyk przewróciła się i odpadła w półfinale! Pierwszy triumf w sezonie dla Bjoergen,__label__1
Rekordowe obroty Bayernu. „Lepsze niż jakiegokolwiek klubu”,__label__1
Rio 2016: Bank Brazylii pokazał pięć monet olimpijskich,__label__1
Bjoergen: Karierę skończę chyba dopiero po czterdziestce,__label__1
Emocjonująca sobota: Kowalczyk rozpoczyna sezon! Skoczkowie w końcu powalczą?,__label__1
Mickey Rourke wrócił na ring i błyskawicznie pokonał rywala,__label__1
Formuła 1: Carlos Sainz junior dołącza do teamu Toro Rosso,__label__1
?Rally Monza Show: Kubica liderem po pierwszym dniu,__label__1
Mickey Rourke wraca na ring. "Dziękuję Bogu że dał mi taką możliwość",__label__1
PŚ w skokach: Ammann wygrał w Kuusamo. Dalekie miejsca Polaków,__label__1
UEFA wszczęła postępowanie dyscyplinarne przeciwko Legii,__label__1
Niepewny występ Kamila Stocha w Lillehammer. Decyzja w przyszłym tygodniu,__label__1
Justyna Kowalczyk przed startem sezonu: Czuję niepewność,__label__1
Agnieszka Radwańska drugi raz z rzędu z "zagraniem roku" WTA,__label__1
Pele czuje się lepiej. "Chce szybko opuścić szpital",__label__1
MŚ 2018 i 2022: Beckenbauer w kręgu podejrzanych o korupcję,__label__1
Pierwsza porażka Legii w Lidze Europejskiej,__label__1
Miroslav Zaťko: Nie było wzajemnych pretensji,__label__1
PŚ w skokach. Czterech Polaków w piątkowym konkursie w Kuusamo,__label__1
Pogorszył się stan zdrowia Pelego,__label__1
Piotr Żyła dla RMF FM: Liczę na pierwszą dziesiątkę,__label__1
Ranking FIFA: Polska awansowała na 40. miejsce Niemcy liderami,__label__1
Zawodnik krykieta trafiony w trakcie meczu piłką. Nie żyje,__label__1
PŚ w biegach: Johaug wyprzedziła Bjoergen w… luksusie,__label__1
Piłkarska LE: Legia walczy o dobrą pozycję wyjściową do 1/16 finału,__label__1
Postrach z pierwszej ligi!,__label__1
Wiceprezes PZPS podał się do dymisji,__label__1
Kalla rezygnuje ze sprintu w Kuusamo,__label__1
Justyna Kowalczyk rusza po piątą Kryształową Kulę,__label__1
Nie żyje "Dodo" Cheney,__label__1
NBA: Double-double Gortata porażka Wizards,__label__1
PŚ w skokach: Hula zastąpi Stocha w Kuusamo,__label__1
Liga Mistrzów: Rekord Messiego gol Lewandowskiego,__label__1
Piłkarska LM - Szczęsny nie zagra z Borussią,__label__1
Kamil Stoch nie wystąpi w Kuusamo,__label__1
Robert Lewandowski nominowany do drużyny roku UEFA,__label__1
Pele w szpitalu. Ma infekcję,__label__1
Kamil Stoch ambasador "Szlachetnej Paczki": Nadzieja umiera ostatnia,__label__1
PŚ w skokach: Fiński skandalista powraca,__label__1
Mecze reprezentacji w siatkówce obejrzymy w tv bezpłatnie,__label__1
Zmarł legendarny trener hokeja na lodzie,__label__1
Wybrano polskich skoczków którzy polecą do Kuusamo,__label__1
Formuła 1: Lewis Hamilton chce startować z dotychczasowym numerem,__label__1
Stoch poleci do Kuusamo? Decyzja jutro,__label__1
Rio 2016: Poznajcie maskotki igrzysk!,__label__1
Djoković marzy o olimpijskim złocie,__label__1
Formuła 1. Król Hiszpanii zdradził sekret Fernando Alonso,__label__1
Uwięzili ją bo chciała zobaczyć mecz. Opuściła już areszt,__label__1
Maciej Staręga drugi sprincie techniką klasyczną w Bruksvallarnie,__label__1
Formuła 1 - Lewis Hamilton mistrzem świata w sezonie 2014,__label__1
Puchar Davisa - Federer zapewnił Szwajcarom pierwszy triumf,__label__1
Zamach samobójczy na meczu siatkówki. 45 osób nie żyje,__label__1
Ronaldo może odebrać rekord Messiemu,__label__1
Żyła czternasty Koudelka wygrywa w Klingenthal,__label__1
Kamil Stoch nie będzie skakał w Klingenthal,__label__1
Rafał Jackiewicz przegrał walkę o zawodowe mistrzostwo Europy,__label__1
Klingenthal: Wciąż nie wiadomo czy Stoch wystartuje,__label__1
Dziś poznamy mistrza świata F1,__label__1
NBA: Double-double Gortata zwycięstwo Wizards,__label__1
Stoch o występie w niedzielę: Nic na siłę,__label__1
Falstart Polaków w Klingenthal,__label__1
F1: Jedenaste pole position Rosberga w sezonie,__label__1
Rewanż Bjoergen. "Rozpoczęła bieg jak szatan",__label__1
Kamil Stoch nie wystartuje dziś w Klingenthal,__label__1
Formuła 1: Rosberg szybszy od Hamiltona na 3. treningu w Abu Zabi,__label__1
Cristiano Ronaldo chce przenieść swoje muzeum,__label__1
NBA: Wizards lepsi od Cavaliers cztery punkty Gortata,__label__1
Zbigniew Boniek w RMF FM: Adam od początku był moim faworytem. Mamy prawdziwą drużynę,__label__1
Olimpijskie maskotki odwiedziły Brazylię,__label__1
PŚ w skokach: Najpierw walka w drużynie,__label__1
Poważne oskarżenia pod adresem rosyjskiego hokeisty,__label__1
Siedmiu Polaków wystąpi w konkursie Klingenthal,__label__1
"Dla młodego piłkarza muszę być kumplem ale nie niańką",__label__1
PŚ w skokach: Norweg miał poważny upadek,__label__1
Formuła 1: Hamilton najszybszy na treningach w Abu Zabi,__label__1
Startuje PŚ! Stoch w czołówce u bukmacherów,__label__1
Drużyna Radwańskiej wygrała w Indiach,__label__1
Szczęsny sprzedał się do Manchesteru! W zamian sprowadził Ibrahimovicia,__label__1
Zobacz pomnik Gerarda Cieślika który stanie w Chorzowie,__label__1
Puchar Davisa: Federer zagra mimo urazu kręgosłupa,__label__1
Dakar 2015: Martin Kaczmarski rezygnuje z powodu kontuzji,__label__1
Philipp Lahm już po operacji stopy,__label__1
Sebastian Vettel podpisał kontrakt z Ferrarri,__label__1
Paweł Korzeniowski "się skraca". Pływanie na 100 metrów bardziej perspektywiczne,__label__1
Polska na 38. miejscu w rankingu FIFA,__label__1
Narciarze dostaną poduszki powietrzne,__label__1
Rywalka Kowalczyk panicznie boi się toalet,__label__1
Puchar Davisa: Federer trenował przed finałem,__label__1
Zarząd PZPS: Kilka godzin obrad i nic,__label__1
Rafał Dutka: Pokażemy że w Polsce potrafi się grać w hokeja,__label__1
Jules Bianchi przewieziony do Francji. Jego stan wciąż jest krytyczny,__label__1
Zmiany na szczytach siatkarskich władz,__label__1
Dakar 2015: Rafał Sonik w gronie faworytów,__label__1
Błaszczykowski wrócił na boisko,__label__1
Zimowy sen kadry,__label__1
Były trener Anglików z lukratywnym kontraktem w Chinach,__label__1
Oto maskotka Euro 2016!,__label__1
Polska - Szwajcaria 2:2! Piękny gol Milika czerwona kartka Żyry,__label__1
Rekordowy kontrakt baseballisty: W 13 lat zarobi… 325 mln dolarów!,__label__1
Słynni piłkarze włączyli się do walki z wirusem ebola,__label__1
Polska-Szwajcaria. Mecz okazją dla Nawałki do sprawdzenia kilku dublerów,__label__1
Polacy stało się!,__label__1
Przyszli na trening pijani. Zostali wyrzuceni,__label__1
Bode Miller z poważną kontuzją,__label__1
Wstrząsające wyznanie piłkarza. "Byłem w sekcie. Miałem złożyć syna w ofierze",__label__1
Nawałka o meczu ze Szwajcarią: Nie mam znaków zapytania,__label__1
Ranking ATP: Djoković pierwszy Janowicz 43. na koniec roku,__label__1
Prezydium zarządu PZPS za zawieszeniem prezesa i wiceprezesa,__label__1
Skoki narciarskie: Młodzi ojcowie a sportowe wyniki,__label__1
Syn Zidane'a zadebiutował w Realu Madryt,__label__1
Działacze PZPS chcą nadzwyczajnego zjazdu,__label__1
Szwajcaria zagra z Polską bez 2 ważnych piłkarzy,__label__1
Serb wygrał ATP World Tour. Federer zrezygnował,__label__1
MŚ w ciężarach: Rusłan Albegow mistrzem świata,__label__1
Kadra bez Piszczka przygotowuje się na Szwajcarię,__label__1
Kristoffersen wygrał slalom w Levi,__label__1
Robert Kubica zakończył sezon rajdowy. "To nie był łatwy rok",__label__1
Łukasz Piszczek nie zagra ze Szwajcarią. Opuścił zgrupowanie kadry,__label__1
PŚ w łyżwiarstwie szybkim: 14. miejsce Bródki na koronnym dystansie,__label__1
Rajd Wielkiej Brytanii: ?Ogier liderem Kubica nadal 12.,__label__1
Były mistrz olimpijski o aferze: ?Polska nie będzie już postrzegana jako siatkarski raj,__label__1
Marcin Gortat zagra w Boże Narodzenie w specjalnej koszulce,__label__1
Władimir Kliczko obronił tytuł mistrza świata federacji IBF,__label__1
Maroko wykluczone z dwóch najbliższych edycji Pucharu Narodów Afryki,__label__1
Kamil Grosicki przeszedł operację ręki,__label__1
Dick Advocaat odchodzi. "Przygniatająca presja",__label__1
Manuel Neuer ma problemy z kolanem,__label__1
Mario Balotelli kontuzjowany opuścił zgrupowanie kadry,__label__1
Finał w Londynie nie dla Kubota i Lindstedta,__label__1
Justyna Kowalczyk kolejny raz wygrywa w Finlandii,__label__1
Trener Greków zwolniony po kompromitującej porażce,__label__1
Lewandowski ostrzega: Stąpajmy twardo po ziemi,__label__1
Kontrowersyjne słowa szefa F1. "Dzieciaki i tak nie mają pieniędzy",__label__1
Kamil Grosicki złamał rękę może pauzować nawet 3 miesiące,__label__1
Adam Nawałka: Zasłużyliśmy na tak wysoką wygraną,__label__1
Sebastian Mila dla RMF FM: Zaczęliśmy wierzyć w siebie,__label__1
Radosław Gilewicz o polskiej kadrze: To już nie tylko trio z Borussii i bramkarze,__label__1
Rajd Wielkiej Brytanii: Robert Kubica jedenasty po pierwszym dniu,__label__1
Wiceprezes PZPS zatrzymany przez CBA. Jest zarzut dla Mirosława P.,__label__1
El. Euro 2016: Polska rozgromiła Gruzję. Cztery gole w drugiej połowie!,__label__1
Puchar Narodów Afryki 2015: Gwinea Równikowa nowym gospodarzem turnieju,__label__1
Afera korupcyjna w PZPS. Są zarzuty dla szefa firmy ochroniarskiej,__label__1
Ireneusz Mazur: Mam nadzieję że afera nie zniszczy PZPS,__label__1
Justyna Kowalczyk już wygrywa!,__label__1
Bosek o aferze w PZPS: To jest dosyć szokujące,__label__1
Gruzińską drogą po arcyważne 3 punkty,__label__1
Mirosław Przedpełski miał brać łapówki wielokrotnie,__label__1
Arsene Wenger ma własną… asteroidę!,__label__1
Szef siatkarskiej federacji miał przyjąć kilkadziesiąt tysięcy złotych łapówki,__label__1
El. Euro 2016: Polacy o ważne trzy punkty. Przeciwnik - bez wyników i perspektyw,__label__1
Adam Nawałka przed meczem z Gruzją: Przyjechaliśmy po trzy punkty,__label__1
Katar chce pomóc w organizacji Pucharu Narodów Afryki,__label__1
Tomasz Jodłowiec ukarany za uderzenie rywala,__label__1
Szef RMF 4RACING Team: Pochwalimy się nowym projektem,__label__1
Robert Kubica czwarty na testach przed Rajdem Wielkiej Brytanii,__label__1
FIFA oczyściła Rosję i Katar z zarzutów korupcyjnych,__label__1
Zbigniew Boniek: Droga do awansu na wielki turniej zawsze prowadziła przez zwycięstwo na Wschodzie,__label__1
Luis Suarez stara się kontrolować: "Zanim zacznę kogoś obrażać...",__label__1
"Drobny gest" piłkarza: 20 ton mandarynek dla 20 tysięcy dzieci,__label__1
ATP World Tour Finals: Djoković po wygranej z Wawrinką blisko awansu,__label__1
Debel Kubot-Lindstedt w półfinale ATP World Tour Finals,__label__1
Kultura fizyczna: zaSYPAny,__label__1
Brązowa medalistka zażywała EPO?,__label__1
Trener zawieszony za rasistowską wypowiedź,__label__1
Niemiecki rząd proponuje: Za doping do więzienia!,__label__1
Fabio Capello wyrolowany. Rosjanie mu nie płacą,__label__1
El. Euro 2016. Kaładze: Polacy szykujcie się na ciężki mecz!,__label__1
RMF 4RACING Team Mistrzem i Vice Mistrzem Polski w RMPST,__label__1
Ronaldo wyzywał Messiego?,__label__1
Lewandowski: Limit pecha został wyczerpany,__label__1
Ebola pokrzyżowała zimowe plany polskich lekkoatletów,__label__1
Korzeniowski jak Szewińska. Dołączy do Galerii Sław lekkiej atletyki,__label__1
Vanessa Mae zawieszona przez Międzynarodową Federację Narciarską,__label__1
Ibrahimović po raz 9. laureatem szwedzkiej Złotej Piłki,__label__1
Wyszli na lód dla chorego Patryka. "Nie wiem czy w ekstraklasie grają z takim poświęceniem!",__label__1
Rafael Nadal przejdzie terapię komórkami macierzystymi,__label__1
ATP World Tour Finals - Kubot i Lindstedt pokonali braci Bryanów,__label__1
Michalczewski o walce Adamek-Szpilka: Chcieli się oszukiwać a oszukali kibiców,__label__1
Grali kadrowicze Nawałki: Pochwały dla Olkowskiego i Milika,__label__1
Kubot i Lindstedt startują w ATP World Tour Finals,__label__1
Formuła 1: Nico Rosberg wygrał GP Brazylii,__label__1
Grad bramek w Chorzowie Ruch pokonał Jagiellonię,__label__1
Buffon zostaje w Juventusie do 2017 roku,__label__1
Trzy gole Polaków w jednym meczu,__label__1
Zdobywczyni Pucharu Świata w kitesurfingu: Mogłam latać. To sport w którym można robić wygłupy,__label__1
Artur Szpilka: Nie była to emocjonująca walka,__label__1
Dziki zniszczyły murawę. Mieszkańcy odbudowali boisko,__label__1
Szpilka zwycięża w Krakowie! Adamek: Pora odchodzić,__label__1
Maroko nie chce organizować Pucharu Narodów Afryki,__label__1
GP Brazylii: Nico Rosberg wystartuje z pole position,__label__1
Ekstraklasa: Lechia przegrała u siebie z Koroną,__label__1
Świetny mecz Olkowskiego w Bundeslidze,__label__1
Formuła 1: Nico Rosberg najszybszy na treningach w Sao Paulo,__label__1
Mistrzyni olimpijska w łyżwiarstwie figurowym kontuzjowana,__label__1
Kamil Stoch: Nie brakuje mi motywacji wciąż mam marzenia,__label__1
Gala boksu w Krakowie: Adamek skrzyżuje rękawice ze Szpilką,__label__1
Andrzej Bartkiewicz pobił rekord Polski w kolarskiej jeździe godzinnej,__label__1
Kolarski rekord "z brodą",__label__1
Melanie Oudin przeszła operację serca,__label__1
Biegaczka na dopingu. Oskarża ją... mąż,__label__1
Gala boksu w Krakowie: "Szpila" lżejszy od "Górala",__label__1
Snookerowe gwiazdy w Polsce. "Lis" i "tygrys" zagrają w Zielonej Górze,__label__1
Zwolnienia w F1! 200 osób na bruk,__label__1
Ronaldo chce być wyższy. CR7... staje na palcach!,__label__1
Saganowski: Nie wybiegajmy w przyszłość,__label__1
Były premier: Marzy mi się Milan bez obcokrajowców,__label__1
Piłkarska LE: Cztery drużyny pewne awansu,__label__1
Piłkarze poskarżyli się na piękną reporterkę. "Ona nas rozprasza!",__label__1
Legia wygrała i awansuje! Trafili Duda i Saganowski,__label__1
